date	time	value	unit
01/07/1982	8:00	1410	cm
01/08/1982	8:00	1422	cm
01/09/1982	8:00	1432	cm
01/10/1982	8:00	1417	cm
01/11/1982	8:00	1368	cm
01/12/1982	8:00	1316	cm
01/13/1982	8:00	1279	cm
01/14/1982	8:00	1235	cm
01/15/1982	8:00	1219	cm
01/16/1982	8:00	1213	cm
01/17/1982	8:00	1221	cm
01/18/1982	8:00	1209	cm
01/19/1982	8:00	1189	cm
01/20/1982	8:00	1195	cm
01/21/1982	8:00	1189	cm
01/22/1982	8:00	1187	cm
01/23/1982	8:00	1179	cm
01/24/1982	8:00	1159	cm
01/25/1982	8:00	1171	cm
01/26/1982	8:00	1166	cm
01/27/1982	8:00	1166	cm
01/28/1982	8:00	1237	cm
01/29/1982	8:00	1225	cm
01/30/1982	8:00	1225	cm
01/31/1982	8:00	1267	cm
02/01/1982	8:00	1295	cm
02/02/1982	8:00	1289	cm
02/03/1982	8:00	1261	cm
02/04/1982	8:00	1235	cm
02/05/1982	8:00	1223	cm
02/06/1982	8:00	1201	cm
02/07/1982	8:00	1193	cm
02/08/1982	8:00	1187	cm
02/09/1982	8:00	1173	cm
02/10/1982	8:00	1173	cm
02/11/1982	8:00	1163	cm
02/12/1982	8:00	1161	cm
02/13/1982	8:00	1149	cm
02/14/1982	8:00	1139	cm
02/15/1982	8:00	1147	cm
02/16/1982	8:00	1141	cm
02/17/1982	8:00	1137	cm
02/18/1982	8:00	1134	cm
02/19/1982	8:00	1129	cm
02/20/1982	8:00	1131	cm
02/21/1982	8:00	1118	cm
02/22/1982	8:00	1123	cm
02/23/1982	8:00	1121	cm
02/24/1982	8:00	1117	cm
02/25/1982	8:00	1121	cm
02/26/1982	8:00	1117	cm
02/27/1982	8:00	1117	cm
02/28/1982	8:00	1109	cm
03/01/1982	8:00	1123	cm
03/02/1982	8:00	1109	cm
03/03/1982	8:00	1119	cm
03/04/1982	8:00	1135	cm
03/05/1982	8:00	1155	cm
03/06/1982	8:00	1149	cm
03/07/1982	8:00	1133	cm
03/08/1982	8:00	1135	cm
03/09/1982	8:00	1119	cm
03/10/1982	8:00	1121	cm
03/11/1982	8:00	1125	cm
03/12/1982	8:00	1165	cm
03/13/1982	8:00	1165	cm
03/14/1982	8:00	1179	cm
03/15/1982	8:00	1181	cm
03/16/1982	8:00	1185	cm
03/17/1982	8:00	1183	cm
03/18/1982	8:00	1165	cm
03/19/1982	8:00	1165	cm
03/20/1982	8:00	1168	cm
03/21/1982	8:00	1187	cm
03/22/1982	8:00	1195	cm
03/23/1982	8:00	1203	cm
03/24/1982	8:00	1179	cm
03/25/1982	8:00	1157	cm
03/26/1982	8:00	1151	cm
03/27/1982	8:00	1147	cm
03/28/1982	8:00	1129	cm
03/29/1982	8:00	1129	cm
03/30/1982	8:00	1133	cm
03/31/1982	8:00	1125	cm
04/01/1982	8:00	1121	cm
04/02/1982	8:00	1121	cm
04/03/1982	8:00	1125	cm
04/04/1982	8:00	1119	cm
04/05/1982	8:00	1114	cm
04/06/1982	8:00	1109	cm
04/07/1982	8:00	1107	cm
04/08/1982	8:00	1121	cm
04/09/1982	8:00	1155	cm
04/10/1982	8:00	1189	cm
04/11/1982	8:00	1179	cm
04/12/1982	8:00	1167	cm
04/13/1982	8:00	1143	cm
04/14/1982	8:00	1149	cm
04/15/1982	8:00	1135	cm
04/16/1982	8:00	1113	cm
04/17/1982	8:00	1117	cm
04/18/1982	8:00	1115	cm
04/19/1982	8:00	1105	cm
04/20/1982	8:00	1113	cm
04/21/1982	8:00	1111	cm
04/22/1982	8:00	1109	cm
04/23/1982	8:00	1104	cm
04/24/1982	8:00	1097	cm
04/25/1982	8:00	1109	cm
04/26/1982	8:00	1111	cm
04/27/1982	8:00	1099	cm
04/28/1982	8:00	1097	cm
04/29/1982	8:00	1095	cm
04/30/1982	8:00	1107	cm
05/01/1982	8:00	1091	cm
05/02/1982	8:00	1099	cm
05/03/1982	8:00	1099	cm
05/04/1982	8:00	1087	cm
05/05/1982	8:00	1107	cm
05/06/1982	8:00	1109	cm
05/07/1982	8:00	1099	cm
05/08/1982	8:00	1095	cm
05/09/1982	8:00	1099	cm
05/10/1982	8:00	1091	cm
05/11/1982	8:00	1127	cm
05/12/1982	8:00	1115	cm
05/13/1982	8:00	1105	cm
05/14/1982	8:00	1099	cm
05/15/1982	8:00	1095	cm
05/16/1982	8:00	1091	cm
05/17/1982	8:00	1093	cm
05/18/1982	8:00	1099	cm
05/19/1982	8:00	1105	cm
05/20/1982	8:00	1109	cm
05/21/1982	8:00	1099	cm
05/22/1982	8:00	1103	cm
05/23/1982	8:00	1095	cm
05/24/1982	8:00	1143	cm
05/25/1982	8:00	1161	cm
05/26/1982	8:00	1139	cm
05/27/1982	8:00	1109	cm
05/28/1982	8:00	1105	cm
05/29/1982	8:00	1102	cm
05/30/1982	8:00	1099	cm
05/31/1982	8:00	1101	cm
06/01/1982	8:00	1101	cm
06/02/1982	8:00	1086	cm
06/03/1982	8:00	1105	cm
06/04/1982	8:00	1099	cm
06/05/1982	8:00	1095	cm
06/06/1982	8:00	1095	cm
06/07/1982	8:00	1099	cm
06/08/1982	8:00	1105	cm
06/09/1982	8:00	1099	cm
06/10/1982	8:00	1101	cm
06/11/1982	8:00	1087	cm
06/12/1982	8:00	1099	cm
06/13/1982	8:00	1087	cm
06/14/1982	8:00	1089	cm
06/15/1982	8:00	1089	cm
06/16/1982	8:00	1083	cm
06/17/1982	8:00	1087	cm
06/18/1982	8:00	1085	cm
06/19/1982	8:00	1083	cm
06/20/1982	8:00	1099	cm
06/21/1982	8:00	1087	cm
06/22/1982	8:00	1087	cm
06/23/1982	8:00	1083	cm
06/24/1982	8:00	1101	cm
06/25/1982	8:00	1097	cm
06/26/1982	8:00	1087	cm
06/27/1982	8:00	1089	cm
06/28/1982	8:00	1097	cm
06/29/1982	8:00	1092	cm
06/30/1982	8:00	1092	cm
07/01/1982	8:00	1091	cm
07/02/1982	8:00	1085	cm
07/03/1982	8:00	1085	cm
07/04/1982	8:00	1087	cm
07/05/1982	8:00	1101	cm
07/06/1982	8:00	1089	cm
07/07/1982	8:00	1091	cm
07/08/1982	8:00	1085	cm
07/09/1982	8:00	1085	cm
07/10/1982	8:00	1083	cm
07/11/1982	8:00	1083	cm
07/12/1982	8:00	1084	cm
07/13/1982	8:00	1096	cm
07/14/1982	8:00	1094	cm
07/15/1982	8:00	1080	cm
07/16/1982	8:00	1103	cm
07/17/1982	8:00	1095	cm
07/18/1982	8:00	1080	cm
07/19/1982	8:00	1084	cm
07/20/1982	8:00	1093	cm
07/21/1982	8:00	1092	cm
07/22/1982	8:00	1096	cm
07/23/1982	8:00	1094	cm
07/24/1982	8:00	1083	cm
07/25/1982	8:00	1083	cm
07/26/1982	8:00	1090	cm
07/27/1982	8:00	1087	cm
07/28/1982	8:00	1091	cm
07/29/1982	8:00	1085	cm
07/30/1982	8:00	1085	cm
07/31/1982	8:00	1089	cm
08/01/1982	8:00	1089	cm
08/02/1982	8:00	1091	cm
08/03/1982	8:00	1089	cm
08/04/1982	8:00	1087	cm
08/05/1982	8:00	1091	cm
08/06/1982	8:00	1089	cm
08/07/1982	8:00	1090	cm
08/08/1982	8:00	1085	cm
08/09/1982	8:00	1097	cm
08/10/1982	8:00	1093	cm
08/11/1982	8:00	1083	cm
08/12/1982	8:00	1089	cm
08/13/1982	8:00	1095	cm
08/14/1982	8:00	1091	cm
08/15/1982	8:00	1085	cm
08/16/1982	8:00	1091	cm
08/17/1982	8:00	1091	cm
08/18/1982	8:00	1087	cm
08/19/1982	8:00	1079	cm
08/20/1982	8:00	1083	cm
08/21/1982	8:00	1083	cm
08/22/1982	8:00	1079	cm
08/23/1982	8:00	1079	cm
08/24/1982	8:00	1093	cm
08/25/1982	8:00	1075	cm
08/26/1982	8:00	1079	cm
08/27/1982	8:00	1083	cm
08/28/1982	8:00	1091	cm
08/29/1982	8:00	1089	cm
08/30/1982	8:00	1084	cm
08/31/1982	8:00	1079	cm
09/01/1982	8:00	1081	cm
09/02/1982	8:00	1076	cm
09/03/1982	8:00	1079	cm
09/04/1982	8:00	1074	cm
09/05/1982	8:00	1069	cm
09/06/1982	8:00	1071	cm
09/07/1982	8:00	1085	cm
09/08/1982	8:00	1087	cm
09/09/1982	8:00	1077	cm
09/10/1982	8:00	1075	cm
09/11/1982	8:00	1087	cm
09/12/1982	8:00	1091	cm
09/13/1982	8:00	1083	cm
09/14/1982	8:00	1079	cm
09/15/1982	8:00	1069	cm
09/16/1982	8:00	1079	cm
09/17/1982	8:00	1085	cm
09/18/1982	8:00	1079	cm
09/19/1982	8:00	1089	cm
09/20/1982	8:00	1089	cm
09/21/1982	8:00	1085	cm
09/22/1982	8:00	1079	cm
09/23/1982	8:00	1077	cm
09/24/1982	8:00	1087	cm
09/25/1982	8:00	1089	cm
09/26/1982	8:00	1087	cm
09/27/1982	8:00	1079	cm
09/28/1982	8:00	1087	cm
09/29/1982	8:00	1077	cm
09/30/1982	8:00	1079	cm
10/01/1982	8:00	1089	cm
10/02/1982	8:00	1087	cm
10/03/1982	8:00	1085	cm
10/04/1982	8:00	1083	cm
10/05/1982	8:00	1084	cm
10/06/1982	8:00	1079	cm
10/07/1982	8:00	1091	cm
10/08/1982	8:00	1121	cm
10/09/1982	8:00	1209	cm
10/10/1982	8:00	1177	cm
10/11/1982	8:00	1117	cm
10/12/1982	8:00	1109	cm
10/13/1982	8:00	1149	cm
10/14/1982	8:00	1157	cm
10/15/1982	8:00	1213	cm
10/16/1982	8:00	1225	cm
10/17/1982	8:00	1209	cm
10/18/1982	8:00	1189	cm
10/19/1982	8:00	1153	cm
10/20/1982	8:00	1124	cm
10/21/1982	8:00	1119	cm
10/22/1982	8:00	1127	cm
10/23/1982	8:00	1123	cm
10/24/1982	8:00	1119	cm
10/25/1982	8:00	1091	cm
10/26/1982	8:00	1127	cm
10/27/1982	8:00	1099	cm
10/28/1982	8:00	1095	cm
10/29/1982	8:00	1115	cm
10/30/1982	8:00	1095	cm
10/31/1982	8:00	1091	cm
11/01/1982	8:00	1095	cm
11/02/1982	8:00	1085	cm
11/03/1982	8:00	1084	cm
11/04/1982	8:00	1094	cm
11/05/1982	8:00	1089	cm
11/06/1982	8:00	1089	cm
11/07/1982	8:00	1089	cm
11/08/1982	8:00	1099	cm
11/09/1982	8:00	1087	cm
11/10/1982	8:00	1088	cm
11/11/1982	8:00	1089	cm
11/12/1982	8:00	1095	cm
11/13/1982	8:00	1097	cm
11/14/1982	8:00	1101	cm
11/15/1982	8:00	1095	cm
11/16/1982	8:00	1099	cm
11/17/1982	8:00	1115	cm
11/18/1982	8:00	1127	cm
11/19/1982	8:00	1143	cm
11/20/1982	8:00	1187	cm
11/21/1982	8:00	1169	cm
11/22/1982	8:00	1159	cm
11/23/1982	8:00	1154	cm
11/24/1982	8:00	1151	cm
11/25/1982	8:00	1143	cm
11/26/1982	8:00	1159	cm
11/27/1982	8:00	1163	cm
11/28/1982	8:00	1187	cm
11/29/1982	8:00	1181	cm
11/30/1982	8:00	1147	cm
12/01/1982	8:00	1133	cm
12/02/1982	8:00	1137	cm
12/03/1982	8:00	1139	cm
12/04/1982	8:00	1116	cm
12/05/1982	8:00	1123	cm
12/06/1982	8:00	1114	cm
12/07/1982	8:00	1129	cm
12/08/1982	8:00	1141	cm
12/09/1982	8:00	1127	cm
12/10/1982	8:00	1157	cm
12/11/1982	8:00	1203	cm
12/12/1982	8:00	1269	cm
12/13/1982	8:00	1263	cm
12/14/1982	8:00	1275	cm
12/15/1982	8:00	1279	cm
12/16/1982	8:00	1259	cm
12/17/1982	8:00	1277	cm
12/18/1982	8:00	1311	cm
12/19/1982	8:00	1337	cm
12/20/1982	8:00	1318	cm
12/21/1982	8:00	1306	cm
12/22/1982	8:00	1338	cm
12/23/1982	8:00	1375	cm
12/24/1982	8:00	1385	cm
12/25/1982	8:00	1382	cm
12/26/1982	8:00	1372	cm
12/27/1982	8:00	1352	cm
12/28/1982	8:00	1312	cm
12/29/1982	8:00	1289	cm
12/30/1982	8:00	1277	cm
12/31/1982	8:00	1243	cm
01/01/1983	8:00	1202	cm
01/02/1983	8:00	1202	cm
01/03/1983	8:00	1194	cm
01/04/1983	8:00	1178	cm
01/05/1983	8:00	1176	cm
01/06/1983	8:00	1194	cm
01/07/1983	8:00	1210	cm
01/08/1983	8:00	1248	cm
01/09/1983	8:00	1256	cm
01/10/1983	8:00	1246	cm
01/11/1983	8:00	1238	cm
01/12/1983	8:00	1214	cm
01/13/1983	8:00	1208	cm
01/14/1983	8:00	1198	cm
01/15/1983	8:00	1210	cm
01/16/1983	8:00	1254	cm
01/17/1983	8:00	1302	cm
01/18/1983	8:00	1318	cm
01/19/1983	8:00	1278	cm
01/20/1983	8:00	1260	cm
01/21/1983	8:00	1228	cm
01/22/1983	8:00	1208	cm
01/23/1983	8:00	1198	cm
01/24/1983	8:00	1194	cm
01/25/1983	8:00	1186	cm
01/26/1983	8:00	1156	cm
01/27/1983	8:00	1152	cm
01/28/1983	8:00	1160	cm
01/29/1983	8:00	1136	cm
01/30/1983	8:00	1140	cm
01/31/1983	8:00	1140	cm
02/01/1983	8:00	1174	cm
02/02/1983	8:00	1288	cm
02/03/1983	8:00	1362	cm
02/04/1983	8:00	1352	cm
02/05/1983	8:00	1327	cm
02/06/1983	8:00	1288	cm
02/07/1983	8:00	1290	cm
02/08/1983	8:00	1303	cm
02/09/1983	8:00	1288	cm
02/10/1983	8:00	1240	cm
02/11/1983	8:00	1233	cm
02/12/1983	8:00	1218	cm
02/13/1983	8:00	1174	cm
02/14/1983	8:00	1170	cm
02/15/1983	8:00	1164	cm
02/16/1983	8:00	1138	cm
02/17/1983	8:00	1130	cm
02/18/1983	8:00	1130	cm
02/19/1983	8:00	1124	cm
02/20/1983	8:00	1114	cm
02/21/1983	8:00	1120	cm
02/22/1983	8:00	1118	cm
02/23/1983	8:00	1108	cm
02/24/1983	8:00	1110	cm
02/25/1983	8:00	1120	cm
02/26/1983	8:00	1097	cm
02/27/1983	8:00	1148	cm
02/28/1983	8:00	1192	cm
03/01/1983	8:00	1228	cm
03/02/1983	8:00	1246	cm
03/03/1983	8:00	1256	cm
03/04/1983	8:00	1224	cm
03/05/1983	8:00	1192	cm
03/06/1983	8:00	1190	cm
03/07/1983	8:00	1174	cm
03/08/1983	8:00	1158	cm
03/09/1983	8:00	1162	cm
03/10/1983	8:00	1125	cm
03/11/1983	8:00	1128	cm
03/12/1983	8:00	1130	cm
03/13/1983	8:00	1104	cm
03/14/1983	8:00	1128	cm
03/15/1983	8:00	1123	cm
03/16/1983	8:00	1122	cm
03/17/1983	8:00	1120	cm
03/18/1983	8:00	1116	cm
03/19/1983	8:00	1118	cm
03/20/1983	8:00	1142	cm
03/21/1983	8:00	1142	cm
03/22/1983	8:00	1134	cm
03/23/1983	8:00	1146	cm
03/24/1983	8:00	1152	cm
03/25/1983	8:00	1190	cm
03/26/1983	8:00	1258	cm
03/27/1983	8:00	1284	cm
03/28/1983	8:00	1298	cm
03/29/1983	8:00	1278	cm
03/30/1983	8:00	1243	cm
03/31/1983	8:00	1220	cm
04/01/1983	8:00	1224	cm
04/02/1983	8:00	1218	cm
04/03/1983	8:00	1212	cm
04/04/1983	8:00	1198	cm
04/05/1983	8:00	1192	cm
04/06/1983	8:00	1188	cm
04/07/1983	8:00	1215	cm
04/08/1983	8:00	1234	cm
04/09/1983	8:00	1226	cm
04/10/1983	8:00	1280	cm
04/11/1983	8:00	1292	cm
04/12/1983	8:00	1304	cm
04/13/1983	8:00	1306	cm
04/14/1983	8:00	1308	cm
04/15/1983	8:00	1308	cm
04/16/1983	8:00	1318	cm
04/17/1983	8:00	1338	cm
04/18/1983	8:00	1344	cm
04/19/1983	8:00	1310	cm
04/20/1983	8:00	1268	cm
04/21/1983	8:00	1228	cm
04/22/1983	8:00	1208	cm
04/23/1983	8:00	1204	cm
04/24/1983	8:00	1188	cm
04/25/1983	8:00	1178	cm
04/26/1983	8:00	1168	cm
04/27/1983	8:00	1168	cm
04/28/1983	8:00	1190	cm
04/29/1983	8:00	1190	cm
04/30/1983	8:00	1160	cm
05/01/1983	8:00	1162	cm
05/02/1983	8:00	1168	cm
05/03/1983	8:00	1174	cm
05/04/1983	8:00	1178	cm
05/05/1983	8:00	1188	cm
05/06/1983	8:00	1162	cm
05/07/1983	8:00	1166	cm
05/08/1983	8:00	1166	cm
05/09/1983	8:00	1168	cm
05/10/1983	8:00	1172	cm
05/11/1983	8:00	1180	cm
05/12/1983	8:00	1178	cm
05/13/1983	8:00	1174	cm
05/14/1983	8:00	1198	cm
05/15/1983	8:00	1230	cm
05/16/1983	8:00	1220	cm
05/17/1983	8:00	1208	cm
05/18/1983	8:00	1182	cm
05/19/1983	8:00	1174	cm
05/20/1983	8:00	1162	cm
05/21/1983	8:00	1158	cm
05/22/1983	8:00	1166	cm
05/23/1983	8:00	1183	cm
05/24/1983	8:00	1174	cm
05/25/1983	8:00	1186	cm
05/26/1983	8:00	1208	cm
05/27/1983	8:00	1308	cm
05/28/1983	8:00	1368	cm
05/29/1983	8:00	1386	cm
05/30/1983	8:00	1377	cm
05/31/1983	8:00	1362	cm
06/01/1983	8:00	1337	cm
06/02/1983	8:00	1308	cm
06/03/1983	8:00	1290	cm
06/04/1983	8:00	1294	cm
06/05/1983	8:00	1290	cm
06/06/1983	8:00	1274	cm
06/07/1983	8:00	1232	cm
06/08/1983	8:00	1196	cm
06/09/1983	8:00	1194	cm
06/10/1983	8:00	1194	cm
06/11/1983	8:00	1144	cm
06/12/1983	8:00	1118	cm
06/13/1983	8:00	1120	cm
06/14/1983	8:00	1124	cm
06/15/1983	8:00	1116	cm
06/16/1983	8:00	1108	cm
06/17/1983	8:00	1104	cm
06/18/1983	8:00	1108	cm
06/19/1983	8:00	1108	cm
06/20/1983	8:00	1108	cm
06/21/1983	8:00	1108	cm
06/22/1983	8:00	1094	cm
06/23/1983	8:00	1110	cm
06/24/1983	8:00	1115	cm
06/25/1983	8:00	1112	cm
06/26/1983	8:00	1120	cm
06/27/1983	8:00	1140	cm
06/28/1983	8:00	1168	cm
06/29/1983	8:00	1124	cm
06/30/1983	8:00	1088	cm
07/01/1983	8:00	1133	cm
07/02/1983	8:00	1182	cm
07/03/1983	8:00	1122	cm
07/04/1983	8:00	1118	cm
07/05/1983	8:00	1113	cm
07/06/1983	8:00	1098	cm
07/07/1983	8:00	1116	cm
07/08/1983	8:00	1112	cm
07/09/1983	8:00	1118	cm
07/10/1983	8:00	1098	cm
07/11/1983	8:00	1098	cm
07/12/1983	8:00	1090	cm
07/13/1983	8:00	1104	cm
07/14/1983	8:00	1088	cm
07/15/1983	8:00	1096	cm
07/16/1983	8:00	1106	cm
07/17/1983	8:00	1094	cm
07/18/1983	8:00	1110	cm
07/19/1983	8:00	1110	cm
07/20/1983	8:00	1100	cm
07/21/1983	8:00	1105	cm
07/22/1983	8:00	1090	cm
07/23/1983	8:00	1085	cm
07/24/1983	8:00	1095	cm
07/25/1983	8:00	1110	cm
07/26/1983	8:00	1090	cm
07/27/1983	8:00	1080	cm
07/28/1983	8:00	1105	cm
07/29/1983	8:00	1090	cm
07/30/1983	8:00	1078	cm
07/31/1983	8:00	1078	cm
08/01/1983	8:00	1093	cm
08/02/1983	8:00	1088	cm
08/03/1983	8:00	1093	cm
08/04/1983	8:00	1082	cm
08/05/1983	8:00	1084	cm
08/06/1983	8:00	1086	cm
08/07/1983	8:00	1086	cm
08/08/1983	8:00	1088	cm
08/09/1983	8:00	1094	cm
08/10/1983	8:00	1080	cm
08/11/1983	8:00	1082	cm
08/12/1983	8:00	1092	cm
08/13/1983	8:00	1090	cm
08/14/1983	8:00	1088	cm
08/15/1983	8:00	1082	cm
08/16/1983	8:00	1088	cm
08/17/1983	8:00	1085	cm
08/18/1983	8:00	1085	cm
08/19/1983	8:00	1086	cm
08/20/1983	8:00	1090	cm
08/21/1983	8:00	1096	cm
08/22/1983	8:00	1094	cm
08/23/1983	8:00	1102	cm
08/24/1983	8:00	1098	cm
08/25/1983	8:00	1098	cm
08/26/1983	8:00	1093	cm
08/27/1983	8:00	1088	cm
08/28/1983	8:00	1084	cm
08/29/1983	8:00	1089	cm
08/30/1983	8:00	1100	cm
08/31/1983	8:00	1090	cm
09/01/1983	8:00	1086	cm
09/02/1983	8:00	1094	cm
09/03/1983	8:00	1086	cm
09/04/1983	8:00	1084	cm
09/05/1983	8:00	1086	cm
09/06/1983	8:00	1080	cm
09/07/1983	8:00	1082	cm
09/08/1983	8:00	1084	cm
09/09/1983	8:00	1094	cm
09/10/1983	8:00	1086	cm
09/11/1983	8:00	1088	cm
09/12/1983	8:00	1126	cm
09/13/1983	8:00	1086	cm
09/14/1983	8:00	1094	cm
09/15/1983	8:00	1080	cm
09/16/1983	8:00	1088	cm
09/17/1983	8:00	1094	cm
09/18/1983	8:00	1092	cm
09/19/1983	8:00	1082	cm
09/20/1983	8:00	1078	cm
09/21/1983	8:00	1081	cm
09/22/1983	8:00	1086	cm
09/23/1983	8:00	1094	cm
09/24/1983	8:00	1074	cm
09/25/1983	8:00	1090	cm
09/26/1983	8:00	1092	cm
09/27/1983	8:00	1090	cm
09/28/1983	8:00	1082	cm
09/29/1983	8:00	1084	cm
09/30/1983	8:00	1090	cm
10/01/1983	8:00	1094	cm
10/02/1983	8:00	1092	cm
10/03/1983	8:00	1090	cm
10/04/1983	8:00	1085	cm
10/05/1983	8:00	1082	cm
10/06/1983	8:00	1082	cm
10/07/1983	8:00	1086	cm
10/08/1983	8:00	1092	cm
10/09/1983	8:00	1084	cm
10/10/1983	8:00	1096	cm
10/11/1983	8:00	1076	cm
10/12/1983	8:00	1086	cm
10/13/1983	8:00	1084	cm
10/14/1983	8:00	1088	cm
10/15/1983	8:00	1088	cm
10/16/1983	8:00	1080	cm
10/17/1983	8:00	1080	cm
10/18/1983	8:00	1086	cm
10/19/1983	8:00	1084	cm
10/20/1983	8:00	1090	cm
10/21/1983	8:00	1086	cm
10/22/1983	8:00	1082	cm
10/23/1983	8:00	1082	cm
10/24/1983	8:00	1086	cm
10/25/1983	8:00	1088	cm
10/26/1983	8:00	1082	cm
10/27/1983	8:00	1086	cm
10/28/1983	8:00	1082	cm
10/29/1983	8:00	1086	cm
10/30/1983	8:00	1086	cm
10/31/1983	8:00	1086	cm
11/01/1983	8:00	1088	cm
11/02/1983	8:00	1092	cm
11/03/1983	8:00	1088	cm
11/04/1983	8:00	1082	cm
11/05/1983	8:00	1083	cm
11/06/1983	8:00	1088	cm
11/07/1983	8:00	1090	cm
11/08/1983	8:00	1090	cm
11/09/1983	8:00	1095	cm
11/10/1983	8:00	1082	cm
11/11/1983	8:00	1078	cm
11/12/1983	8:00	1082	cm
11/13/1983	8:00	1082	cm
11/14/1983	8:00	1085	cm
11/15/1983	8:00	1088	cm
11/16/1983	8:00	1082	cm
11/17/1983	8:00	1082	cm
11/18/1983	8:00	1084	cm
11/19/1983	8:00	1084	cm
11/20/1983	8:00	1088	cm
11/21/1983	8:00	1087	cm
11/22/1983	8:00	1086	cm
11/23/1983	8:00	1084	cm
11/24/1983	8:00	1082	cm
11/25/1983	8:00	1082	cm
11/26/1983	8:00	1090	cm
11/27/1983	8:00	1098	cm
11/28/1983	8:00	1126	cm
11/29/1983	8:00	1184	cm
11/30/1983	8:00	1162	cm
12/01/1983	8:00	1125	cm
12/02/1983	8:00	1110	cm
12/03/1983	8:00	1100	cm
12/04/1983	8:00	1090	cm
12/05/1983	8:00	1085	cm
12/06/1983	8:00	1095	cm
12/07/1983	8:00	1095	cm
12/08/1983	8:00	1076	cm
12/09/1983	8:00	1085	cm
12/10/1983	8:00	1100	cm
12/11/1983	8:00	1098	cm
12/12/1983	8:00	1098	cm
12/13/1983	8:00	1096	cm
12/14/1983	8:00	1080	cm
12/15/1983	8:00	1090	cm
12/16/1983	8:00	1092	cm
12/17/1983	8:00	1090	cm
12/18/1983	8:00	1098	cm
12/19/1983	8:00	1090	cm
12/20/1983	8:00	1090	cm
12/21/1983	8:00	1088	cm
12/22/1983	8:00	1098	cm
12/23/1983	8:00	1090	cm
12/24/1983	8:00	1088	cm
12/25/1983	8:00	1120	cm
12/26/1983	8:00	1118	cm
12/27/1983	8:00	1138	cm
12/28/1983	8:00	1160	cm
12/29/1983	8:00	1158	cm
12/30/1983	8:00	1138	cm
12/31/1983	8:00	1118	cm
01/01/1984	8:00	1118	cm
01/02/1984	8:00	1116	cm
01/03/1984	8:00	1110	cm
01/04/1984	8:00	1160	cm
01/05/1984	8:00	1216	cm
01/06/1984	8:00	1208	cm
01/07/1984	8:00	1190	cm
01/08/1984	8:00	1174	cm
01/09/1984	8:00	1200	cm
01/10/1984	8:00	1190	cm
01/11/1984	8:00	1160	cm
01/12/1984	8:00	1148	cm
01/13/1984	8:00	1150	cm
01/14/1984	8:00	1178	cm
01/15/1984	8:00	1264	cm
01/16/1984	8:00	1330	cm
01/17/1984	8:00	1380	cm
01/18/1984	8:00	1395	cm
01/19/1984	8:00	1426	cm
01/20/1984	8:00	1420	cm
01/21/1984	8:00	1380	cm
01/22/1984	8:00	1325	cm
01/23/1984	8:00	1280	cm
01/24/1984	8:00	1275	cm
01/25/1984	8:00	1260	cm
01/26/1984	8:00	1240	cm
01/27/1984	8:00	1225	cm
01/28/1984	8:00	1205	cm
01/29/1984	8:00	1225	cm
01/30/1984	8:00	1260	cm
01/31/1984	8:00	1288	cm
02/01/1984	8:00	1308	cm
02/02/1984	8:00	1360	cm
02/03/1984	8:00	1380	cm
02/04/1984	8:00	1390	cm
02/05/1984	8:00	1427	cm
02/06/1984	8:00	1450	cm
02/07/1984	8:00	1470	cm
02/08/1984	8:00	1517	cm
02/09/1984	8:00	1600	cm
02/10/1984	8:00	1620	cm
02/11/1984	8:00	1605	cm
02/12/1984	8:00	1568	cm
02/13/1984	8:00	1528	cm
02/14/1984	8:00	1480	cm
02/15/1984	8:00	1418	cm
02/16/1984	8:00	1375	cm
02/17/1984	8:00	1320	cm
02/18/1984	8:00	1270	cm
02/19/1984	8:00	1230	cm
02/20/1984	8:00	1205	cm
02/21/1984	8:00	1180	cm
02/22/1984	8:00	1160	cm
02/23/1984	8:00	1158	cm
02/24/1984	8:00	1158	cm
02/25/1984	8:00	1148	cm
02/26/1984	8:00	1150	cm
02/27/1984	8:00	1148	cm
02/28/1984	8:00	1140	cm
02/29/1984	8:00	1128	cm
03/01/1984	8:00	1128	cm
03/02/1984	8:00	1130	cm
03/03/1984	8:00	1140	cm
03/04/1984	8:00	1138	cm
03/05/1984	8:00	1150	cm
03/06/1984	8:00	1160	cm
03/07/1984	8:00	1140	cm
03/08/1984	8:00	1130	cm
03/09/1984	8:00	1130	cm
03/10/1984	8:00	1132	cm
03/11/1984	8:00	1128	cm
03/12/1984	8:00	1125	cm
03/13/1984	8:00	1130	cm
03/14/1984	8:00	1124	cm
03/15/1984	8:00	1115	cm
03/16/1984	8:00	1115	cm
03/17/1984	8:00	1118	cm
03/18/1984	8:00	1118	cm
03/19/1984	8:00	1118	cm
03/20/1984	8:00	1110	cm
03/21/1984	8:00	1113	cm
03/22/1984	8:00	1115	cm
03/23/1984	8:00	1112	cm
03/24/1984	8:00	1105	cm
03/25/1984	8:00	1103	cm
03/26/1984	8:00	1100	cm
03/27/1984	8:00	1110	cm
03/28/1984	8:00	1120	cm
03/29/1984	8:00	1128	cm
03/30/1984	8:00	1125	cm
03/31/1984	8:00	1150	cm
04/01/1984	8:00	1150	cm
04/02/1984	8:00	1153	cm
04/03/1984	8:00	1160	cm
04/04/1984	8:00	1160	cm
04/05/1984	8:00	1158	cm
04/06/1984	8:00	1158	cm
04/07/1984	8:00	1158	cm
04/08/1984	8:00	1179	cm
